Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Address,Town,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status
20628,Avenue Healthcare Thika ,Central,Kiambu,Thika West,Municipality,Medical Clinic,Private Practice - General Practitioner,Majengo,Biashara,"3rd Plaza Zuri Plaza, Nakumatt Building",JUJA,Thika town,0.0,0.0,P.O Box 4528,Nairobi,Dr Andrew Khuvula,Hospital Director,N,Y,Operational
12874,Avenue Hospital,Nairobi,Nairobi,Westlands,Parklands,Other Hospital,Private Enterprise (Institution),Parklands,Parklands,Along first Avenue parklands Road,WESTLANDS,Nairobi,65.0,10.0,P.O Box 45280,Nairobi,Diana Patel,Hospital Director,Y,Y,Operational
20123,Avenue Hospital Kisumu,Nyanza,Kisumu,Kisumu East,Winam,Other Hospital,Private Enterprise (Institution),Manyatta B,NaN,Along Kisumu Kakamega Road- Opposite Kibuye Market,KISUMU TOWN EAST,Kibuye Market-Kisumu Kakamega Road,70.0,6.0,P.O Box 3271,Kisumu,Vicky Achieng Okoth,Hospital Director,Y,Y,Operational
13491,Awasi Mission Health Center,Nyanza,Kisumu,Nyando,Nyando,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Awasi,Border I,NaN,NYANDO,Awasi,12.0,1.0,P.O Box 44,Awasi,Sr. Vinsincia Kidoyi,Nursing Officer in Charge,N,N,Operational
18081,Awendo Jiwdendi,Nyanza,Migori,Awendo,Awendo,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kombok South,Kombok,NaN,RONGO,Within Awendo Town,0.0,0.0,P.O Box 460,Suna Migori,Caroline Auma Oloo,Unknown,N,N,Operational
13492,Awendo Sub-District Hospital,Nyanza,Migori,Awendo,Awendo,Sub-District Hospital,Ministry of Health,Central Sakwa,Kombok,Next to Sony Sugar Company,RONGO,Awendo,35.0,0.0,P.O Box 1,Awendo,Dr.Maureen muyodi,Medical Superintendant,N,N,Operational
14228,Baragoi Sub-District Hospital,Rift Valley,Samburu,Samburu North,Baragoi,Sub-District Hospital,Ministry of Health,Baragoi,Baragoi,"Located at baragoi lesirikan Road, Near DCs Offices",SAMBURU WEST,Baragoi,30.0,1.0,P.O Box 65 Baragoi,Baragoi,Simon Kangogo Or Tranciscio Lesuper,Clinical Officer,Y,Y,Operational
11942,Baragu Health Centre,Eastern,Tharaka Nithi,Maara,Mwimbi,Health Centre,Ministry of Health,Murugi,Kithare,500m of road katharaka market chuka meru highway,CHUKA IGAMBANGOMBE,Chogoria,5.0,2.0,P.O Box P.O. Box 10,Magutni Chogoria,Judy ikiugu,Nursing Officer in Charge,Y,Y,Operational
10046,Baragwi Maternity Home,Central,Kirinyaga,Kirinyaga East,Gichugu,Nursing Home,Private Enterprise (Institution),Baragwi,Raimu,NaN,GICHUGU,Kianyaga,0.0,0.0,Unknown,Unknown,Eunice Muthoni Muriithi,Nursing Officer in Charge,N,N,Not-Operational
11943,Baraka Afya Clinic,Eastern,Embu,Manyatta,Nembure,Medical Clinic,Private Enterprise (Institution),Nembure,Nembure South,Located at Embu-Meru road between Embu and Runyenjes,MANYATTA,Ena,0.0,0.0,P.O Box  1065,Embu,Allan . Nyaga,Nursing Officer in Charge,N,N,Operational
18841,Baraka Clinic (Lugari),Western,Kakamega,Lugari,Lugari,Medical Clinic,Private Practice - Nurse / Midwife,Lumakanda,Munyuki,Along Webuye Eldoret road,LUGARI,Kipkaren River,1.0,1.0,P.O Box 142,Kipkaren River,Josephine Chunguli,Nursing Officer in Charge,N,Y,Not-Operational
18915,Baraka Dental Clinic (Maara),Eastern,Tharaka Nithi,Maara,Chogoria,Medical Clinic,Private Practice - Medical Specialist,Chogoria,Chogoria,Next to Chogoria Boys High School,MAARA,Chogoria,0.0,0.0,P.O Box 419,Chogoria,Dalmas Ndiga,Clinical Officer,N,Y,Operational
12881,Baraka Dispensary (Nairobi),Nairobi,Nairobi,Ruaraka,Kasarani,Dispensary,Private Enterprise (Institution),Ruaraka,NaN,Next to mathare North H/C,RUARAKA,Nairobi,0.0,0.0,Unknown,Unknown,Unknown,Nursing Officer in Charge,N,N,Operational
17757,Baraka Health Centre,Rift Valley,Narok,Narok South,Mulot,Health Centre,Non-Governmental Organizations,Enelerai,Enelerai,Located about 6 km to the South-East of mulot market,NAROK SOUTH,Mulot,2.0,0.0,P.O Box 54875,Nairobi,Antony Sameri,Clinical Officer,N,N,Operational
14230,Baraka Maternity Home,Rift Valley,Nakuru,Nakuru,Municipality,Maternity Home,Private Enterprise (Institution),Central,Viwanda,next to mosque off langalanga road,NAKURU TOWN,Nakuru Town,25.0,12.0,Please specify P.O. Box 2705,Nakuru,Dr. Ochoki,Doctor In Charge,Y,Y,Operational
19529,Baraka Medical Cenre,Nairobi,Nairobi,Westlands,kangemi,Medical Clinic,Private Practice - Medical Specialist,Kangemi,NaN,NaN,WESTLANDS,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
17934,Baraka Medical Centre,Nairobi,Nairobi,Ruaraka,Kasarani,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Ruaraka,Utalii,Next to N.Y.S Enguneering Institute,RUARAKA,4 A Mathare,0.0,0.0,P.O Box 1699,Nairobi,DR Barbara Kirach,Unknown,N,N,Not-Operational
17426,Baraka Medical Clinic,Rift Valley,Uasin Gishu,Wareng,Kesses,Medical Clinic,Other Public Institution,Kesses,Kesses,NaN,ELDORET SOUTH,Eldoret,0.0,0.0,P.O Box 74486,Eldoret,Rael Chumba,Nursing Officer in Charge,N,N,Operational
19840,Baraka Medical Clinic (Kirinyaga),Central,Kirinyaga,Kirinyaga South,NaN,Medical Clinic,Private Practice - Nurse / Midwife,NaN,NaN,Ngurubani town,MWEA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16202,Baraka Medical Clinic (Lamu),Coast,Lamu,Lamu East,Mpeketoni,Medical Clinic,Private Practice - Clinical Officer,Central,Mpeketoni,near Havannah Hotel,LAMU EAST,Mpeketoni,0.0,0.0,P.O Box P.O. Box 4,Mpeketoni,Joseph K Kariuki,Clinical Officer,N,Y,Operational
19306,Baraka Medical Clinic (Makindu),Eastern,Makueni,Makindu,Makindu,Medical Clinic,Private Practice - Clinical Officer,Makindu,Manyatta,NaN,KIBWEZI,Makindu,0.0,0.0,P.O Box 81,Makindu,Julius Mwau,Clinical Officer,N,Y,Operational
20260,Baraka Medical Clinic (Mbitini),Eastern,Kitui,Kisasi,Mbitini,Medical Centre,Private Practice - Nurse / Midwife,Mbitini,Mbitini,Rural,KITUI CENTRAL,Mbitini,4.0,0.0,Unknown,Kisasi,Damaris Musango,Nursing Officer in Charge,N,Y,Operational
10047,Baraka Medical Clinic (Muranga North),Central,Murang'a,Kiharu,Kiharu,Medical Clinic,Private Practice - Nurse / Midwife,Township,Karuri,NaN,KIHARU,Muranga,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
14229,Baraka Medical Clinic (Pokot Central),Rift Valley,West Pokot,Pokot South,Batei,Medical Clinic,Private Practice - Nurse / Midwife,Batei,Ortum,At Ortum market 1km away from the main Lodwar-Kitale highway.,SIGOR,Ortum,0.0,0.0,P.O Box 1312,Kitale,Marion W  Ndungu,Nursing Officer in Charge,N,Y,Operational
17882,Baraka Medical Clinic (Runyenjes),Eastern,Embu,Embu East,NaN,Medical Clinic,Private Practice - Nurse / Midwife,NaN,NaN,NaN,RUNYENJES,Unknown,0.0,0.0,P.O Box 13,Runyenjes,Secondina Rwamba,Nursing Officer in Charge,N,N,Operational
16670,Baraka Medical Clinic (Samburu East),Rift Valley,Samburu,Samburu East,Wamba,Medical Clinic,Private Practice - Clinical Officer,Wamba,Wamba,Situated at Wamba Town next to the Livestock market,SAMBURU EAST,Wamba,0.0,0.0,Unknown,Wamba,Fred  Ndeki,Unknown,N,N,Operational
16693,Baraka Medical Clinic (Trans Nzoia East),Rift Valley,Trans Nzoia,Trans Nzoia East,Kaplamai,Medical Clinic,Private Practice - Nurse / Midwife,Motosiet,Motosiet,Along kitale cherangany road in sibanga market.,CHERANGANI,Kitale,0.0,0.0,P.O Box 2334,Kitale,Pamela Omoke,Nursing Officer in Charge,N,N,Operational
14231,Baraka Medical Clinic (Turkana Central),Rift Valley,Turkana,Turkana Central,Central,Medical Clinic,Private Practice - Nurse / Midwife,Kanamkemer,Kanamkemer,Robert- ministry of water road,TURKANA CENTRAL,Lodwar,0.0,0.0,Unknown,Unknown,Peter Nakusi,Nursing Officer in Charge,N,Y,Operational
11245,Baraka Medical Clinic (Vikwatani),Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Enterprise (Institution),Bamburi,Mtopanga,Vikwatani near Mtopanga primary school,KISAUNI,Vikwatani,0.0,0.0,P.O Box 40842,Mombasa,Caroline Mwaringa,Nursing Officer in Charge,N,Y,Operational
18224,Baraka Medical Clinic Kitengela,Rift Valley,Kajiado,Kajiado North,Kitengela,Medical Clinic,Private Practice - Nurse / Midwife,Noonkopir,Noonkopir,Kitengela Namanga Road,KAJIADO NORTH,Kitengela,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
17027,Sitatunga Dispensary,Rift Valley,Trans Nzoia,Trans Nzoia East,Kaplamai,Dispensary,Ministry of Health,Sitatunga,Sinyereri,NaN,CHERANGANI,Kitale,0.0,0.0,P.O Box 2334,Kitale,Charles Oduri,Nursing Officer in Charge,N,N,Operational
15597,Sitoi Tea Dispensary,Rift Valley,Nandi,Nandi East,Nandi Hills ,Dispensary,Company Medical Service,Chemomi,Chemomi,Off Nandi Hills - Mugundoi Road.,TINDERET,Nandi Hills,0.0,0.0,P.O Box 22,Nandi Hills,Caroline C. Rotich,Clinical Officer,Y,Y,Operational
17322,Sitoka Dispensary,Rift Valley,Narok,Trans Mara West - Dikirr,Kirindon,Dispensary,Ministry of Health,Esoit Naibor,Sitoka,"Kilgoris, Olesentu, Mogor, Sitoka",KILGORIS,Kilgoris,0.0,0.0,Unknown,98,Unknown,Unknown,N,N,Not-Operational
11799,Siu Dispensary,Coast,Lamu,Lamu East,Faza,Dispensary,Ministry of Health,Siu,Siu,NaN,LAMU EAST,Siu,0.0,0.0, P.O. Box 45,Lamu,David Ngare,Unknown,N,N,Operational
20877,Siveta Dispensary,Eastern,Kitui,Tseikuru,Musavani,Dispensary,Ministry of Health,Kaningo,Ngereni,NaN,MWINGI NORTH,Siveta Market,0.0,0.0,P.O Box 13 Kyuso,Unknown,Unknown,Unknown,N,N,Not-Operational
16147,Sivilie Dispensary,Western,Kakamega,Kakamega Central (Lurambi),Navakholo,Dispensary,Ministry of Health,Bunyala East,Sivilie,NaN,LURAMBI,Navakholo Mkt,0.0,0.0,P.O Box P.O. Box 750 ,Kakamega,Clarice Mutali,Nursing Officer in Charge,N,N,Operational
17536,Siwadhe Medical Clinic,Nyanza,Siaya,Siaya,Karemo,Medical Clinic,Private Practice - General Practitioner,Township,Mulaha,In Siaya Town near county Assembly,ALEGO,Siaya Town,0.0,0.0,P.O Box 831,Siaya,Paul Oluoch,Clinical Officer,N,Y,Operational
15598,Siwo Dispensary,Rift Valley,Nandi,Nandi East,Lessos,Dispensary,Ministry of Health,Siwo,Siwo,Off Nandi Hills - lessos Road and near Siwo Secondary School.,TINDERET,Nandi Hills,0.0,0.0,P.O Box 422,Kapsabet,Marken Cheruiyot Langat,Nursing Officer in Charge,N,N,Operational
15599,Siyiapei (AIC) Dispensary,Rift Valley,Narok,Narok North,Mau,Dispensary,Christian Health Association of Kenya,Siyiapei,Siyiapei,along nairobi maimahiu road,NAROK NORTH,Narok ,3.0,0.0,P.O Box 49,Narok,Orpha  M  Ondieki,Nursing Officer in Charge,N,N,Operational
11775,Skans Health Care Centre,Coast,Mombasa,Kisauni,Kisauni,Nursing Home,Private Practice - Unspecified,Kisauni,Junda,Mshomoroni near Taifa flats (mwisho wa Lami),KISAUNI,Mombasa,9.0,0.0,P.O Box P.O. Box 98790,Mombasa,Elizabeth Ateka /Dr. Ateka,Hospital Director,Y,Y,Operational
21072,Skanska Dispensary,North Eastern,Garissa,Lagdera,NaN,Dispensary,Ministry of Health,NaN,NaN,NaN,LAGDERA,Unknown,0.0,0.0,P.O Box 3,Modogashe,Unknown,Unknown,N/A,N/A,Pending Opening
17959,Sky Way Medical Clinic,Eastern,Meru,Imenti South,Abogeta,Medical Clinic,Private Practice - Nurse / Midwife,Kiungune,Upper Kiungone ,Along Chuka-Meru road Near In Kionyo Market,SOUTH IMENTI,Kionyo Market,0.0,0.0,P.O Box 62,Kionyo,Elias Kirimi,Nursing Officer in Charge,N,N,Operational
18622,Skyhill Medical Centre,Nairobi,Nairobi,Dagoretti North,Kawangware,Health Centre,Private Practice - Medical Specialist,Kawangware,Gatina,NaN,DAGORETTI NORTH,Stage 2,10.0,2.0,P.O Box 41304-00100,Nairobi,ziporah mudi,Clinical Officer,Y,Y,Operational
19639,Skylit Medical Clinic,Nairobi,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Private Enterprise (Institution),Eastleigh North,Eastleigh North,NaN,KAMUKUNJI,Garissa Lodge,3.0,1.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
18000,Skymed Medical Clinic Githunguri,Nairobi,Nairobi,Kasarani,Ruai,Medical Clinic,Private Practice - General Practitioner,Githunguri,Githunguri,At Githunguri near Chief's Camp,KASARANI,Utawala Shopping Centre,0.0,0.0,P.O Box 8665,Nairobi,Bonface Kinyua,Nursing Officer in Charge,N,Y,Operational
11800,Sloam Medical Clinic,Coast,Lamu,Lamu West,Mpeketoni,Medical Clinic,Private Practice - Nurse / Midwife,Central,Mpeketoni,NaN,LAMU WEST,Mpeketoni,0.0,0.0,P.O Box  45,Lamu,Nderitu,Unknown,N,N,Operational
11014,Slope Optician,Central,Kirinyaga,Kirinyaga Central,Ndia,Eye Centre,Private Enterprise (Institution),Mwirua,Kithumbu,"_x000D_
Kagio near catholic church Off Baricho road along national oil street",NDIA,Kagio,0.0,0.0,P.O Box 1047,Kerugoya,Peter Mathenge,Clinical Officer,N,N,Operational
18717,Slopes Medical Clinic,Eastern,Meru,Imenti North,Buuri ,Medical Clinic,Private Practice - Unspecified,Timau,NaN,NaN,NORTH IMENTI,Timau Market,0.0,0.0,P.O Box 82,Timau,Duncan Njoroge,Clinical Officer,N/A,N/A,Operational
19994,Slum Medical Clinic,Nairobi,Nairobi,Kibra,Kibra,Medical Clinic,Private Practice - Nurse / Midwife,Kibera,Lindi,Near the Mosque,KIBRA,Unknown,0.0,0.0,P.O Box 67611,Nairobi,George Otieno,Nursing Officer in Charge,N,Y,Operational
19552,Smiles Medical Centre,Nairobi,Nairobi,Westlands,NaN,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,WESTLANDS,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
19342,Snocx Medical Clinic,Western,Vihiga,Sabatia,NaN,Medical Clinic,Private Practice - Unspecified,NaN,NaN,NaN,SABATIA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Pending Opening
16633,Snowview Medical Clinic,Eastern,Meru,Imenti North,Timau,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Unknown
15601,Soba River Health Centre,Rift Valley,Nandi,Tinderet,Maraba,Health Centre,Ministry of Health,Soba,Soba River,Near Songhor Centre,TINDERET,Nandi Hills,3.0,0.0,P.O Box  277,Muhoroni,Libuna Edward,Nursing Officer in Charge,Y,Y,Operational
18634,Soceno Pharmacy,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),Municipality,Township,Near AAA Kenya driving school,NORTH IMENTI,Meru Town,0.0,0.0,Unknown,Unknown,Joshua Mwiti,Unknown,N,Y,Operational
15602,Sochoi (AIC) Dispensary,Rift Valley,Nandi,Nandi East,Lessos,Dispensary,Other Faith Based,Sochoi,Sochoi,Kapsabet - Ainabkoi Road.,TINDERET,Nandi Hills,0.0,0.0,P.O Box 172,Lessos,Joshua Kipchumba Samoei,Nursing Officer in Charge,N,N,Operational
15603,Sochoi Dispensary,Rift Valley,Nandi,Nandi East,Lessos,Dispensary,Ministry of Health,Sochoi,Sochoi,Kapsabet - Ainabkoi Road and Sochoi Girls Secondary School.,TINDERET,Nandi Hills,0.0,0.0,P.O Box 74,Lessos,Eusila Jeruto Bunei,Nursing Officer in Charge,N,N,Operational
19393,Social Service League (Nairobi ),Nairobi,Nairobi,Starehe,Central,Dispensary,Private Enterprise (Institution),Central,Central,Located Near Central Bus Station,STAREHE,Bus station,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
18045,Soget Dispensary,Rift Valley,Narok,Trans Mara East,Emurua Dikirr,Dispensary,Ministry of Health,Mogondo,Mogor,Off Murgan Emurua Dikirr Road,KILGORIS,Murgan Market,0.0,0.0,Unknown,Unknown,Joice,Nursing Officer in Charge,N/A,N/A,Operational
15604,Sogon Dispensary,Rift Valley,Baringo,Baringo Central,Kabarnet ,Dispensary,Ministry of Health,Ewalel,Sogon,NaN,BARINGO CENTRAL,Kabarnet,0.0,0.0,P.O Box 21,Kabarnet,Caroline Kiptoon,Nursing Officer in Charge,N,N,Operational
15605,Sogoo Health Centre,Rift Valley,Narok,Narok South,Sogoo,Health Centre,Ministry of Health,Sogoo,Sogoo,NaN,NAROK SOUTH,Ololulunga,0.0,12.0,P.O Box P.O. Box 47,Ololulunga,Judith Rerimoi,Clinical Officer,N,N,Operational
19331,Soin Health Care - Mfangano Street),Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,NaN,STAREHE,City Market,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
14095,Soklo Dispensary,Nyanza,Homa Bay,Mbita,Mfangano,Dispensary,Ministry of Health,Mfangano South,Wakula South,NaN,MBITA,Sena,4.0,0.0,P.O Box 50 ,Mbita,Charles Lang'at,Nursing Officer in Charge,N,N,Operational
17187,Soko Medical Clinic,Central,Kiambu,Lari,Lari,Medical Clinic,Private Practice - Nurse / Midwife,Kinale,Mukeu,NaN,LARI,Soko Mjinga Market,0.0,0.0,P.O Box 56,Matathia,William Mbugua Gachihi,Nursing Officer in Charge,N,Y,Operational
11802,Sokoke Dispensary,Coast,Kilifi,Ganze,Vitengeni,Dispensary,Ministry of Health,Sokoke,Magogoni,On Ganze-Vitengeni Road at Misufini shopping centre,GANZE,Vitenegeni,0.0,0.0,P.O Box 9 Kilifi,Kilifi,Leonard Baya,Nursing Officer in Charge,N,N,Operational
11803,Sokoke Medical Clinic,Coast,Kilifi,Ganze,Vitengeni,Medical Clinic,Private Enterprise (Institution),Sokoke,Madamani,NaN,GANZE,Sokoke,0.0,0.0,Unknown,Vitengeni,Unknown,Unknown,N,N,Operational
13188,Sokoni Arcade VCT,Nairobi,Nairobi,Dagoretti North,Dagoretti,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kawangware,NaN,NaN,DAGORETTI NORTH,Nairobi,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
18049,Soldier,Central,Nyeri,Kieni East,kieni east,Medical Clinic,Private Practice - Clinical Officer,Thigu,chaka,NaN,KIENI,chaka,0.0,0.0,Unknown,Unknown,J.Wachira,Clinical Officer,N,N,Operational
11015,Soldier Medical Clinic,Central,Nyeri,Kieni East,Kieni East,Medical Clinic,Private Practice - Nurse / Midwife,Thigu,NaN,NaN,KIENI,Chaka,0.0,0.0,Unknown,Unknown,Alice Wachira,Unknown,N,N,Operational
11016,Solea Medical Clinic,Central,Murang'a,Kandara,Kandara,Medical Clinic,Private Practice - Nurse / Midwife,Ithiru,Gakui,At Kandara Town next to Kandara Health centre.,KANDARA,Kandara,0.0,0.0,Unknown,Unknown,Nancy Ikua,Nursing Officer in Charge,N,N,Operational
15606,Solian Dispensary,Rift Valley,Baringo,Koibatek,Esageri,Dispensary,Ministry of Health,Sabatia,Solian,Near Solian Trading Center,ELDAMA RAVINE,Eldama Ravine,10.0,0.0,P.O Box 66 c/o Solian Primary Sch,Eldama Ravine,Penina Sirma,Unknown,N,N,Operational
15607,Soliat Dispensary,Rift Valley,Kericho,Kericho,Soin,Dispensary,Ministry of Health,Soliat,Soliat,NaN,AINAMOI,Kericho,1.0,0.0,P.O Box P.O. Box 11 ,Kericho,Carolyn Irako,Nursing Officer in Charge,N,N,Operational
17575,Solio Dispensary,Central,Nyeri,Kieni East,Kieni East,Dispensary,Ministry of Health,Naromoru,Solio,NaN,KIENI,Narumoru,0.0,0.0,Unknown,Unknown,Alice wanjiku Muchemi,Nursing Officer in Charge,N,N,Operational
17666,Sololo Makutano Dispensary,Eastern,Marsabit,Sololo,Obbu,Dispensary,Ministry of Health,Makutano,Makutano,NaN,SAKU,Sololo,0.0,0.0,P.O Box 57,Moyale,Martha Wato,Nursing Officer in Charge,Y,Y,Operational
12739,Sololo Mission Hospital,Eastern,Marsabit,Sololo,Obbu,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Obbu,Sololo,NaN,MOYALE,Sololo,130.0,0.0,Unknown,Unknown,Sr Judith,Nursing Officer in Charge,Y,Y,Operational
19041,Solution Medical Clinic,North Eastern,Garissa,Garissa,NaN,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,DUJIS,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
15608,Solyot Dispensary,Rift Valley,Bomet,Bomet Central,Mutarakwa,Dispensary,Ministry of Health,Kanusin,Solyot,3 Kms To The South Off Kaplong -Bomet Road From Tarakwa Junction,BOMET,Tarakwa,0.0,0.0,P.O Box 297,Sotik,Jennifer Chepkoech,Nursing Officer in Charge,N,N,Operational
12740,Somare Dispensary,Eastern,Marsabit,Moyale,Central,Dispensary,Ministry of Health,Central,Somare,NaN,MOYALE,Moyale,0.0,0.0,P.O Box P.O. Box 57,Moyale,Secha Sedo,Nursing Officer in Charge,N,N,Operational
11804,Sombo Dispensary,Coast,Tana River,Bura,Madogo,Dispensary,Ministry of Health,Sombo,Sombo,NaN,BURA,Sombo,1.0,0.0,Unknown,Madogo,Mutuku,Unknown,N,N,Operational
11017,Somo Medical Clinic,Central,Murang'a,Gatanga,Gatanga,Medical Clinic,Private Enterprise (Institution),Gatanga,Chomo,NaN,GATANGA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16132,Sonak Clinic,Western,Kakamega,Khwisero,Khwisero West,Medical Clinic,Private Practice - Nurse / Midwife,Kisa East,Wambulishe,NaN,KHWISERO,Khwisero,20.0,2.0,P.O Box  274  ,Khwisero,Solomon Akali,Clinical Officer,N,N,Operational
15609,Sondany Dispensary,Rift Valley,West Pokot,Pokot South,Tapach,Dispensary,Other Faith Based,Sondany,Nyarkurian,Located within Sondany Nyarkulian market,SIGOR,Sondany,0.0,0.0,P.O Box 63,Kapenguria,Dorcas Kibit,Unknown,N,N,Operational
14096,Sondu Health Centre,Nyanza,Kisumu,Nyakach,Upper Nyakach,Health Centre,Ministry of Health,South Nyakach,East Kadianga,"Ahero-Sondu  market, the facility is about 200metres to sondu market from Ahero",NYAKACH,Sondu,0.0,0.0,Unknown,Ahero,Alice Chelangat,Clinical Officer,Y,Y,Operational
12741,Songa Health Centre,Eastern,Marsabit,Marsabit,Central,Health Centre,Ministry of Health,Songa,Songa,NaN,SAKU,Marsabit,0.0,0.0,P.O Box P.O. Box 5,Marsabit,Richard Chorodo,Nursing Officer in Charge,N,N,Operational
15610,Songeto Dispensary,Rift Valley,Elgeyo Marakwet,Keiyo,Tambach,Dispensary,Community,Kiptuilong,Songeto,NaN,KEIYO NORTH,Iten,0.0,0.0,Unknown,Iten,Unknown,Unknown,N,N,Not-Operational
15611,Songonyet Dispensary,Rift Valley,Kericho,Kipkelion,Chilchila,Dispensary,Ministry of Health,Kipteris,Songonyet,NaN,KIPKELION,Forttenan,4.0,0.0,Unknown,Fortenan,Grace kibuchi,Nursing Officer in Charge,N,N,Operational
14097,Sony Medical Centre,Nyanza,Migori,Awendo,Awendo,Health Centre,Company Medical Service,Central Sakwa,Kambok,NaN,RONGO,Awendo,4.0,0.0,P.O Box P.O. Box 107,Awendo,Onyango Mbai,Unknown,N,N,Operational
20420,Sooma Dispensary,Eastern,Kitui,Katulani,Itoleka,Dispensary,Ministry of Health,Itoleka,Sooma,NaN,KITUI CENTRAL,Sooma shopping Centre,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Pending Opening
17809,Sopa Lodge Dispensary,Rift Valley,Samburu,Samburu East,Waso,Dispensary,Private Enterprise (Institution),Waso West,Kiltamany,It is the property of sopa lodges located within the samburu game reserve,SAMBURU EAST,Kiltamany,4.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Not-Operational
